PolicyNumber,CustomerID,Gender,Age,PolicyType,PolicyStartDate,PolicyEndDate,PremiumAmount,CoverageAmount,ClaimNumber,ClaimDate,ClaimAmount,ClaimStatus
P4126,C4126,Male,20,Travel,15-05-2024,15-05-2025,989.08,22358.99,C4126,03-06-2024,5161.94,Pending
P4127,C4127,Female,62,Travel,14-04-2024,14-04-2025,351.52,30476.28,C4127,10-08-2024,4622.81,Settled
P4128,C4128,Male,31,Travel,30-08-2023,30-08-2024,839.48,76840.82,C4128,26-12-2023,1420.7,Settled
P4129,C4129,Female,45,Health,28-04-2024,28-04-2025,700.28,51257.17,C4129,NULL,0,Rejected
P4130,C4130,Male,40,Auto,09-03-2024,09-03-2025,1010.86,99971.76,C4130,24-09-2024,3079.44,Settled
P4131,C4131,Female,63,Travel,04-05-2024,04-05-2025,1051.79,86814.59,C4131,NULL,0,Rejected
P4132,C4132,Male,60,Travel,10-03-2024,10-03-2025,312.2,92601.35,C4132,19-06-2024,4256.02,Settled
P4133,C4133,Female,47,Travel,18-02-2024,18-02-2025,617.22,46851.22,C4133,NULL,0,Rejected
P4134,C4134,Male,25,Auto,02-03-2024,02-03-2025,752.62,108996.09,C4134,NULL,0,Rejected
P4135,C4135,Female,43,Health,08-01-2024,08-01-2025,143.77,68390.48,C4135,17-02-2024,4306.77,Settled
P4136,C4136,Male,44,Auto,04-07-2024,04-07-2025,512.12,25560.21,C4136,20-04-2025,4861.36,Settled
P4137,C4137,Female,35,Auto,31-07-2023,31-07-2024,838.96,101050.77,C4137,NULL,0,Rejected
P4138,C4138,Male,76,Health,25-03-2024,25-03-2025,282.7,24819.39,C4138,14-05-2024,4616.28,Settled
P4139,C4139,Female,57,Home,27-05-2024,27-05-2025,646.31,83636.32,C4139,27-10-2024,1688.3,Settled
P4140,C4140,Male,62,Home,19-04-2024,19-04-2025,790.74,44490.75,C4140,08-12-2024,4941.85,Settled
P4141,C4141,Female,84,Health,04-05-2024,04-05-2025,729.68,26178.76,C4141,16-02-2025,1241.25,Settled
P4142,C4142,Male,64,Health,16-11-2023,16-11-2024,113.29,12147.3,C4142,NULL,0,Rejected
P4143,C4143,Female,47,Travel,11-12-2023,11-12-2024,424.05,48034.27,C4143,15-10-2024,3944.14,Settled
P4144,C4144,Male,27,Health,31-10-2023,31-10-2024,772.25,25949.06,C4144,26-08-2024,3543.63,Settled
P4145,C4145,Female,44,Travel,02-09-2023,02-09-2024,874.07,78350.31,C4145,NULL,0,Rejected
P4146,C4146,Male,31,Health,15-03-2024,15-03-2025,778.08,33189.36,C4146,03-08-2024,3118.56,Pending
P4147,C4147,Female,25,Auto,01-01-2024,01-01-2025,364.53,20058.73,C4147,05-07-2024,1795.53,Settled
P4148,C4148,Male,58,Life,28-01-2024,28-01-2025,733.3,99153.31,C4148,18-02-2024,2264.15,Settled
P4149,C4149,Female,48,Health,19-07-2023,19-07-2024,510.64,101283.48,C4149,06-09-2023,4890.7,Pending
P4150,C4150,Male,83,Life,09-07-2024,09-07-2025,705.09,17716.86,C4150,NULL,0,Rejected
P4151,C4151,Female,26,Travel,31-07-2023,31-07-2024,839.21,88408.38,C4151,26-10-2023,2126.88,Settled
P4152,C4152,Male,79,Health,13-09-2023,13-09-2024,926.28,22433.81,C4152,04-03-2024,5004.72,Pending
P4153,C4153,Female,18,Health,01-05-2024,01-05-2025,992.36,103176.35,C4153,19-09-2024,2543.16,Settled
P4154,C4154,Male,48,Travel,20-07-2023,20-07-2024,968.52,21043,C4154,19-06-2024,2469.42,Settled
P4155,C4155,Female,73,Life,29-05-2024,29-05-2025,521.1,19187.34,C4155,08-02-2025,3965.06,Settled
P4156,C4156,Male,27,Health,29-11-2023,29-11-2024,760.6,28065.56,C4156,NULL,0,Rejected
P4157,C4157,Female,29,Travel,15-05-2024,15-05-2025,184.5,62306.64,C4157,NULL,0,Rejected
P4158,C4158,Male,79,Health,26-01-2024,26-01-2025,995.81,42858.88,C4158,10-11-2024,3181.25,Pending
P4159,C4159,Female,26,Travel,16-03-2024,16-03-2025,469.23,67308.81,C4159,NULL,0,Rejected
P4160,C4160,Male,23,Life,20-03-2024,20-03-2025,640.14,43514.05,C4160,29-06-2024,527.32,Pending
P4161,C4161,Female,53,Health,21-02-2024,21-02-2025,419.71,69266.54,C4161,24-09-2024,1178.29,Pending
P4162,C4162,Male,35,Life,23-06-2024,23-06-2025,153.43,90528.52,C4162,03-05-2025,5476.94,Settled
P4163,C4163,Female,57,Travel,18-04-2024,18-04-2025,764.55,52111.99,C4163,29-05-2024,3955.97,Settled
P4164,C4164,Male,82,Travel,01-08-2023,01-08-2024,508.91,73442.26,C4164,17-01-2024,2608.16,Settled
P4165,C4165,Female,55,Travel,23-09-2023,23-09-2024,1006.39,86281.18,C4165,NULL,0,Rejected
P4166,C4166,Male,75,Auto,24-12-2023,24-12-2024,708.87,52886.09,C4166,29-09-2024,5438.92,Settled
P4167,C4167,Female,24,Travel,06-11-2023,06-11-2024,920.6,21931.23,C4167,01-04-2024,2696.21,Settled
P4168,C4168,Male,39,Auto,12-04-2024,12-04-2025,185.42,72955.46,C4168,NULL,0,Rejected
P4169,C4169,Female,28,Auto,07-01-2024,07-01-2025,408.24,11790.6,C4169,NULL,0,Rejected
P4170,C4170,Male,55,Life,28-02-2024,28-02-2025,406.39,24900.34,C4170,NULL,0,Rejected
P4171,C4171,Female,31,Auto,02-10-2023,02-10-2024,828.66,50349.42,C4171,13-02-2024,4848.18,Settled
P4172,C4172,Male,64,Life,14-02-2024,14-02-2025,485.89,91719.7,C4172,NULL,0,Rejected
P4173,C4173,Female,82,Travel,23-10-2023,23-10-2024,581.25,22832.83,C4173,NULL,0,Rejected
P4174,C4174,Male,82,Auto,15-11-2023,15-11-2024,570.93,36699.68,C4174,20-06-2024,2617.52,Settled
P4175,C4175,Female,47,Health,26-05-2024,26-05-2025,274.5,12278.08,C4175,NULL,0,Rejected
P4176,C4176,Male,49,Travel,11-04-2024,11-04-2025,886.57,93182.05,C4176,17-02-2025,2654.76,Settled
P4177,C4177,Female,65,Health,23-09-2023,23-09-2024,1075.68,101990.21,C4177,23-03-2024,3896.99,Settled
P4178,C4178,Male,40,Travel,28-06-2024,28-06-2025,969.15,26552,C4178,28-12-2024,2543.39,Settled
P4179,C4179,Female,58,Auto,24-11-2023,24-11-2024,787.8,96539.08,C4179,NULL,0,Rejected
P4180,C4180,Male,36,Auto,27-04-2024,27-04-2025,198.44,105829.87,C4180,NULL,0,Rejected
P4181,C4181,Female,76,Health,30-09-2023,30-09-2024,130.47,106253.96,C4181,NULL,0,Rejected
P4182,C4182,Male,76,Home,10-07-2024,10-07-2025,799.37,32730.24,C4182,14-04-2025,1456.02,Pending
P4183,C4183,Female,56,Health,21-03-2024,21-03-2025,510.73,61246.53,C4183,NULL,0,Rejected
P4184,C4184,Male,54,Auto,10-03-2024,10-03-2025,918.91,33395.62,C4184,NULL,0,Rejected
P4185,C4185,Female,34,Health,02-11-2023,02-11-2024,888.08,21238.16,C4185,NULL,0,Rejected
P4186,C4186,Male,51,Travel,24-11-2023,24-11-2024,497.69,53333.5,C4186,01-03-2024,3346.14,Pending
P4187,C4187,Female,56,Auto,10-10-2023,10-10-2024,436.36,91035.56,C4187,NULL,0,Rejected
P4188,C4188,Male,61,Life,12-11-2023,12-11-2024,1005.25,58587.63,C4188,NULL,0,Rejected
P4189,C4189,Female,20,Travel,03-10-2023,03-10-2024,1093.54,102626.4,C4189,03-11-2023,5304.64,Settled
P4190,C4190,Male,37,Home,02-02-2024,02-02-2025,906.91,24972.34,C4190,NULL,0,Rejected
P4191,C4191,Female,68,Travel,13-04-2024,13-04-2025,845.97,16672.67,C4191,22-04-2024,4715.35,Settled
P4192,C4192,Male,83,Life,15-06-2024,15-06-2025,721.37,73431.74,C4192,18-05-2025,3584.74,Settled
P4193,C4193,Female,50,Health,10-09-2023,10-09-2024,458.05,38965.31,C4193,NULL,0,Rejected
P4194,C4194,Male,39,Auto,28-12-2023,28-12-2024,599.11,63092.08,C4194,14-01-2024,2463.16,Pending
P4195,C4195,Female,32,Travel,21-02-2024,21-02-2025,203.58,98220.44,C4195,NULL,0,Rejected
P4196,C4196,Male,87,Travel,12-04-2024,12-04-2025,1036.53,94463.98,C4196,NULL,0,Rejected
P4197,C4197,Female,27,Life,12-08-2023,12-08-2024,836.98,18996.64,C4197,NULL,0,Rejected
P4198,C4198,Male,68,Life,04-04-2024,04-04-2025,371.39,47676.53,C4198,08-10-2024,2349.12,Pending
P4199,C4199,Female,64,Auto,02-09-2023,02-09-2024,976.58,62451.24,C4199,NULL,0,Rejected
P4200,C4200,Male,50,Auto,01-07-2024,01-07-2025,795.87,98388.23,C4200,NULL,0,Rejected
P4201,C4201,Female,72,Travel,15-11-2023,15-11-2024,223.67,41996.23,C4201,NULL,0,Rejected
P4202,C4202,Male,47,Home,06-05-2024,06-05-2025,470.79,52819.02,C4202,25-07-2024,5009.77,Settled
P4203,C4203,Female,52,Travel,17-10-2023,17-10-2024,215.2,40239.98,C4203,13-08-2024,3863.66,Pending
P4204,C4204,Male,67,Health,04-03-2024,04-03-2025,164.27,69170.79,C4204,27-10-2024,2881.14,Pending
P4205,C4205,Female,31,Travel,18-04-2024,18-04-2025,1035.09,68297.89,C4205,05-08-2024,3658.53,Pending
P4206,C4206,Male,33,Auto,14-08-2023,14-08-2024,1061.15,64193.11,C4206,11-02-2024,4545.8,Pending
P4207,C4207,Female,74,Life,04-10-2023,04-10-2024,358.55,54028.99,C4207,06-05-2024,3492.65,Settled
P4208,C4208,Male,72,Travel,01-04-2024,01-04-2025,333.44,71402.04,C4208,NULL,0,Rejected
P4209,C4209,Female,84,Health,23-02-2024,23-02-2025,303.59,49936.31,C4209,NULL,0,Rejected
P4210,C4210,Male,65,Home,25-02-2024,25-02-2025,466.92,40465.64,C4210,15-07-2024,1345.98,Settled
P4211,C4211,Female,53,Life,29-11-2023,29-11-2024,331.78,31793.42,C4211,NULL,0,Rejected
P4212,C4212,Male,61,Travel,18-11-2023,18-11-2024,761.48,74417.2,C4212,29-12-2023,5067.89,Pending
P4213,C4213,Female,21,Travel,04-12-2023,04-12-2024,1066.92,16866.45,C4213,05-07-2024,3165.38,Pending
P4214,C4214,Male,69,Travel,23-05-2024,23-05-2025,1058.04,34733.67,C4214,NULL,0,Rejected
P4215,C4215,Female,19,Travel,12-03-2024,12-03-2025,837.52,50494.25,C4215,NULL,0,Rejected
P4216,C4216,Male,34,Travel,01-02-2024,01-02-2025,354.79,65589.73,C4216,02-07-2024,3244.8,Settled
P4217,C4217,Female,43,Life,05-05-2024,05-05-2025,965.08,10640.87,C4217,06-02-2025,3134.79,Settled
P4218,C4218,Male,40,Health,04-01-2024,04-01-2025,748.3,20284.97,C4218,NULL,0,Rejected
P4219,C4219,Female,58,Health,16-04-2024,16-04-2025,468,105303.61,C4219,16-12-2024,1531.48,Settled
P4220,C4220,Male,41,Home,24-11-2023,24-11-2024,597.05,24275.52,C4220,15-11-2024,4322.89,Settled
P4221,C4221,Female,31,Home,07-12-2023,07-12-2024,944.77,10804.23,C4221,NULL,0,Rejected
P4222,C4222,Male,57,Health,27-11-2023,27-11-2024,752.41,11463.57,C4222,NULL,0,Rejected
P4223,C4223,Female,64,Travel,10-02-2024,10-02-2025,1042.71,19667.83,C4223,NULL,0,Rejected
P4224,C4224,Male,36,Health,19-06-2024,19-06-2025,557.51,46995.78,C4224,NULL,0,Rejected
P4225,C4225,Female,18,Travel,15-03-2024,15-03-2025,456.8,78507.68,C4225,29-10-2024,1341.71,Settled
P4226,C4226,Male,38,Auto,20-06-2024,20-06-2025,787.65,48069.89,C4226,16-11-2024,2412.58,Pending
P4227,C4227,Female,86,Travel,08-03-2024,08-03-2025,229.69,54417.25,C4227,14-11-2024,3342.2,Settled
P4228,C4228,Male,64,Home,10-01-2024,10-01-2025,611.02,49102.55,C4228,24-07-2024,1282.32,Pending
P4229,C4229,Female,21,Auto,13-05-2024,13-05-2025,308.77,16138.14,C4229,22-07-2024,4149.36,Settled
P4230,C4230,Male,35,Travel,12-12-2023,12-12-2024,824.93,64608.84,C4230,NULL,0,Rejected
P4231,C4231,Female,48,Travel,24-05-2024,24-05-2025,1049.21,99203.94,C4231,12-10-2024,3918.23,Settled
P4232,C4232,Male,24,Home,27-12-2023,27-12-2024,518.79,71209.36,C4232,19-05-2024,3556.21,Pending
P4233,C4233,Female,65,Health,10-03-2024,10-03-2025,724.6,34428.18,C4233,NULL,0,Rejected
P4234,C4234,Male,76,Health,31-10-2023,31-10-2024,103.14,25995.18,C4234,10-07-2024,4889.88,Settled
P4235,C4235,Female,45,Home,02-12-2023,02-12-2024,350.4,16643.1,C4235,NULL,0,Rejected
P4236,C4236,Male,87,Auto,05-01-2024,05-01-2025,234.2,44242.03,C4236,NULL,0,Rejected
P4237,C4237,Female,21,Travel,06-07-2024,06-07-2025,941.51,104474.8,C4237,NULL,0,Rejected
P4238,C4238,Male,48,Health,24-03-2024,24-03-2025,165.49,59646.78,C4238,27-04-2024,3794.83,Settled
P4239,C4239,Female,82,Health,21-06-2024,21-06-2025,253.54,88932.22,C4239,28-03-2025,3070.21,Settled
P4240,C4240,Male,84,Health,17-08-2023,17-08-2024,705.22,84503.29,C4240,20-12-2023,5441.64,Settled
P4241,C4241,Female,42,Travel,01-05-2024,01-05-2025,831.01,85207.46,C4241,01-10-2024,2393.68,Settled
P4242,C4242,Male,39,Travel,10-12-2023,10-12-2024,1074.67,107018.89,C4242,12-04-2024,3607.88,Settled
P4243,C4243,Female,32,Auto,30-08-2023,30-08-2024,794.3,89196.34,C4243,23-04-2024,572.85,Pending
P4244,C4244,Male,60,Health,12-12-2023,12-12-2024,595.78,81927.02,C4244,21-06-2024,3077.1,Pending
P4245,C4245,Female,68,Travel,30-04-2024,30-04-2025,320.71,14661.67,C4245,20-01-2025,4757.09,Settled
P4246,C4246,Male,62,Health,04-05-2024,04-05-2025,748.68,50229.58,C4246,21-03-2025,1729.95,Settled
P4247,C4247,Female,55,Health,07-04-2024,07-04-2025,1017.58,102891.01,C4247,NULL,0,Rejected
P4248,C4248,Male,81,Home,31-08-2023,31-08-2024,471.69,65468.79,C4248,05-01-2024,701.82,Settled
P4249,C4249,Female,72,Travel,01-07-2024,01-07-2025,860.25,81120.73,C4249,07-01-2025,4701.22,Settled
P4250,C4250,Male,64,Health,30-05-2024,30-05-2025,140.12,49237.53,C4250,13-01-2025,1264.91,Settled
P4251,C4251,Female,71,Life,19-07-2023,19-07-2024,524.58,57545.41,C4251,NULL,0,Rejected
P4252,C4252,Male,87,Auto,30-04-2024,30-04-2025,919.6,81767.64,C4252,16-11-2024,5257.22,Settled
P4253,C4253,Female,71,Health,07-09-2023,07-09-2024,717.6,23553.25,C4253,NULL,0,Rejected
P4254,C4254,Male,28,Auto,16-05-2024,16-05-2025,912.85,11694.99,C4254,12-07-2024,1928.43,Pending
P4255,C4255,Female,40,Travel,07-05-2024,07-05-2025,209.1,80812.9,C4255,05-01-2025,2297.15,Settled
P4256,C4256,Male,32,Auto,12-05-2024,12-05-2025,467.66,66430.03,C4256,01-06-2024,943.8,Pending
P4257,C4257,Female,46,Travel,05-12-2023,05-12-2024,531.49,100816.99,C4257,NULL,0,Rejected
P4258,C4258,Male,46,Auto,27-01-2024,27-01-2025,658.92,12819.05,C4258,06-04-2024,3330.48,Settled
P4259,C4259,Female,35,Travel,20-09-2023,20-09-2024,952.25,87452.84,C4259,26-04-2024,1838.48,Pending
P4260,C4260,Male,39,Health,12-04-2024,12-04-2025,670.97,25160.68,C4260,10-03-2025,5349.87,Pending
P4261,C4261,Female,34,Travel,20-06-2024,20-06-2025,810.39,56807.67,C4261,20-02-2025,3700.8,Pending
P4262,C4262,Male,40,Travel,20-11-2023,20-11-2024,122,74327.7,C4262,24-12-2023,1989.77,Pending
P4263,C4263,Female,49,Home,28-09-2023,28-09-2024,589.48,97616.96,C4263,17-11-2023,909.18,Pending
P4264,C4264,Male,34,Travel,13-04-2024,13-04-2025,824.37,85345.04,C4264,18-07-2024,1785.24,Pending
P4265,C4265,Female,23,Health,02-08-2023,02-08-2024,663.28,50229.31,C4265,NULL,0,Rejected
P4266,C4266,Male,59,Travel,26-08-2023,26-08-2024,733.03,78782.3,C4266,19-07-2024,4950.14,Settled
P4267,C4267,Female,78,Life,03-05-2024,03-05-2025,553.45,93714.34,C4267,NULL,0,Rejected
P4268,C4268,Male,28,Auto,18-10-2023,18-10-2024,417.99,61995.14,C4268,05-08-2024,1424.71,Pending
P4269,C4269,Female,74,Auto,14-03-2024,14-03-2025,183.51,87613.99,C4269,15-09-2024,1150.24,Pending
P4270,C4270,Male,31,Health,02-07-2024,02-07-2025,481.4,50199.9,C4270,NULL,0,Rejected
P4271,C4271,Female,52,Health,08-03-2024,08-03-2025,587.07,92801.75,C4271,NULL,0,Rejected
P4272,C4272,Male,69,Health,17-02-2024,17-02-2025,544.47,29138.04,C4272,NULL,0,Rejected
P4273,C4273,Female,62,Health,02-03-2024,02-03-2025,886.13,55462.87,C4273,30-03-2024,3246.92,Settled
P4274,C4274,Male,85,Travel,08-02-2024,08-02-2025,635.32,34295.27,C4274,NULL,0,Rejected
P4275,C4275,Female,30,Health,05-12-2023,05-12-2024,716.18,30706.22,C4275,NULL,0,Rejected
P4276,C4276,Male,29,Travel,25-09-2023,25-09-2024,844.49,74845.2,C4276,12-07-2024,4776.44,Settled
P4277,C4277,Female,76,Health,17-07-2023,17-07-2024,847.36,100130.68,C4277,19-02-2024,1513.28,Settled
P4278,C4278,Male,26,Travel,25-03-2024,25-03-2025,564.94,79290.11,C4278,NULL,0,Rejected
P4279,C4279,Female,64,Travel,31-03-2024,31-03-2025,124.25,78251.38,C4279,27-06-2024,1680.82,Pending
P4280,C4280,Male,22,Auto,23-05-2024,23-05-2025,811.19,59931.68,C4280,NULL,0,Rejected
P4281,C4281,Female,42,Home,25-03-2024,25-03-2025,909.64,56348.42,C4281,21-01-2025,5039.44,Pending
P4282,C4282,Male,77,Travel,29-06-2024,29-06-2025,591.29,22016.59,C4282,01-09-2024,995.02,Pending
P4283,C4283,Female,50,Travel,15-03-2024,15-03-2025,656.96,61984.49,C4283,NULL,0,Rejected
P4284,C4284,Male,32,Health,01-01-2024,01-01-2025,1096.23,61511.43,C4284,23-12-2024,1354.06,Pending
P4285,C4285,Female,67,Auto,08-12-2023,08-12-2024,363.6,102763.04,C4285,04-09-2024,1381.84,Settled
P4286,C4286,Male,60,Home,22-12-2023,22-12-2024,773.62,95310.45,C4286,22-04-2024,5197.92,Settled
P4287,C4287,Female,63,Travel,16-04-2024,16-04-2025,1012.2,82360.46,C4287,26-03-2025,2113.42,Pending
P4288,C4288,Male,24,Life,22-10-2023,22-10-2024,817.5,107360.07,C4288,15-10-2024,2449.82,Settled
P4289,C4289,Female,36,Home,10-10-2023,10-10-2024,501.54,67364.83,C4289,NULL,0,Rejected
P4290,C4290,Male,23,Travel,25-03-2024,25-03-2025,806.74,57946.61,C4290,31-10-2024,1629.07,Settled
P4291,C4291,Female,55,Travel,23-02-2024,23-02-2025,818.4,35908.58,C4291,26-12-2024,4527.14,Settled
P4292,C4292,Male,38,Travel,04-04-2024,04-04-2025,516.43,88498.89,C4292,NULL,0,Rejected
P4293,C4293,Female,78,Auto,18-07-2023,18-07-2024,769.04,81425.32,C4293,10-09-2023,2646.05,Pending
P4294,C4294,Male,31,Health,30-01-2024,30-01-2025,430.1,78141.72,C4294,21-01-2025,4175.7,Pending
P4295,C4295,Female,46,Travel,21-04-2024,21-04-2025,913.45,12005.59,C4295,26-01-2025,3350.37,Settled
P4296,C4296,Male,42,Health,24-03-2024,24-03-2025,234.34,16551.23,C4296,NULL,0,Rejected
P4297,C4297,Female,45,Health,26-01-2024,26-01-2025,760.8,72677.48,C4297,NULL,0,Rejected
P4298,C4298,Male,41,Home,10-05-2024,10-05-2025,493.54,75824.48,C4298,06-04-2025,2963.11,Settled
P4299,C4299,Female,82,Health,12-06-2024,12-06-2025,789.31,97307.68,C4299,NULL,0,Rejected
P4300,C4300,Male,64,Health,17-07-2023,17-07-2024,196.2,21586.41,C4300,08-11-2023,5208.83,Settled
P4301,C4301,Female,83,Auto,24-10-2023,24-10-2024,916.56,62697.14,C4301,05-01-2024,964,Pending
P4302,C4302,Male,29,Travel,01-04-2024,01-04-2025,993.8,12561.75,C4302,NULL,0,Rejected
P4303,C4303,Female,26,Life,26-07-2023,26-07-2024,256.81,54452.86,C4303,05-09-2023,1017.21,Settled
P4304,C4304,Male,68,Home,26-01-2024,26-01-2025,839.47,82745.44,C4304,20-06-2024,1550.21,Pending
P4305,C4305,Female,40,Health,12-03-2024,12-03-2025,767.83,27802.56,C4305,NULL,0,Rejected
P4306,C4306,Male,54,Life,22-03-2024,22-03-2025,143.15,32314.87,C4306,25-11-2024,3984.54,Settled
P4307,C4307,Female,65,Home,14-12-2023,14-12-2024,223.65,35350.35,C4307,NULL,0,Rejected
P4308,C4308,Male,68,Health,18-07-2023,18-07-2024,518.91,103624.68,C4308,NULL,0,Rejected
P4309,C4309,Female,83,Home,01-02-2024,01-02-2025,615.01,59227.04,C4309,NULL,0,Rejected
P4310,C4310,Male,63,Life,20-07-2023,20-07-2024,151.7,72935.85,C4310,NULL,0,Rejected
P4311,C4311,Female,86,Health,05-06-2024,05-06-2025,409.29,87840.19,C4311,11-09-2024,938.23,Settled
P4312,C4312,Male,65,Health,04-10-2023,04-10-2024,168.48,71727.72,C4312,08-03-2024,5205.7,Settled
P4313,C4313,Female,72,Health,21-09-2023,21-09-2024,697.51,57548.42,C4313,07-03-2024,702.03,Settled
P4314,C4314,Male,51,Home,01-10-2023,01-10-2024,151.89,67190.29,C4314,NULL,0,Rejected
P4315,C4315,Female,24,Home,20-04-2024,20-04-2025,489.4,68098.39,C4315,NULL,0,Rejected
P4316,C4316,Male,38,Health,27-02-2024,27-02-2025,454.87,71657.51,C4316,NULL,0,Rejected
P4317,C4317,Female,40,Health,12-03-2024,12-03-2025,825.85,63690.77,C4317,05-05-2024,1452.31,Settled
P4318,C4318,Male,34,Health,22-08-2023,22-08-2024,256.36,22871.19,C4318,30-05-2024,5493.75,Pending
P4319,C4319,Female,75,Travel,17-04-2024,17-04-2025,1017.92,86983.6,C4319,NULL,0,Rejected
P4320,C4320,Male,62,Home,14-07-2023,14-07-2024,1045.82,97502.03,C4320,NULL,0,Rejected
P4321,C4321,Female,43,Travel,31-05-2024,31-05-2025,956.3,99866.24,C4321,NULL,0,Rejected
P4322,C4322,Male,85,Travel,26-12-2023,26-12-2024,455.65,33402.81,C4322,NULL,0,Rejected
P4323,C4323,Female,72,Auto,22-12-2023,22-12-2024,1049.24,103349.45,C4323,26-04-2024,1803.5,Settled
P4324,C4324,Male,55,Travel,08-01-2024,08-01-2025,324.38,60778.46,C4324,31-08-2024,3377.53,Settled
P4325,C4325,Female,48,Life,07-07-2024,07-07-2025,221.06,44959.06,C4325,NULL,0,Rejected
P4326,C4326,Male,46,Travel,17-09-2023,17-09-2024,278.76,78191.43,C4326,NULL,0,Rejected
P4327,C4327,Female,82,Auto,05-07-2024,05-07-2025,377.36,73594.95,C4327,18-11-2024,5330.43,Pending
P4328,C4328,Male,21,Home,30-09-2023,30-09-2024,1053.03,64490.16,C4328,26-08-2024,2568.57,Settled
P4329,C4329,Female,71,Travel,14-04-2024,14-04-2025,1047.05,25002.55,C4329,NULL,0,Rejected
P4330,C4330,Male,81,Travel,03-12-2023,03-12-2024,693.57,86325.55,C4330,NULL,0,Rejected
P4331,C4331,Female,65,Home,25-12-2023,25-12-2024,735.39,59943.94,C4331,17-09-2024,1060.93,Pending
P4332,C4332,Male,46,Health,28-11-2023,28-11-2024,290.62,29874.5,C4332,21-04-2024,1563.3,Settled
P4333,C4333,Female,33,Travel,25-02-2024,25-02-2025,278.74,21375.16,C4333,23-01-2025,2448.39,Pending
P4334,C4334,Male,67,Health,08-10-2023,08-10-2024,697.49,27006.01,C4334,NULL,0,Rejected
P4335,C4335,Female,24,Life,15-12-2023,15-12-2024,887.21,26698.16,C4335,NULL,0,Rejected
P4336,C4336,Male,40,Health,24-05-2024,24-05-2025,979.84,42914.79,C4336,30-03-2025,4769.49,Settled
P4337,C4337,Female,37,Travel,02-05-2024,02-05-2025,1061.97,44487.27,C4337,NULL,0,Rejected
P4338,C4338,Male,37,Health,13-08-2023,13-08-2024,961.68,28296.66,C4338,22-11-2023,2743.82,Settled
P4339,C4339,Female,70,Travel,25-08-2023,25-08-2024,799.07,30066.06,C4339,NULL,0,Rejected
P4340,C4340,Male,50,Auto,21-05-2024,21-05-2025,213.84,96575.23,C4340,03-11-2024,5498.58,Settled
P4341,C4341,Female,44,Health,24-04-2024,24-04-2025,658.03,24084.9,C4341,03-11-2024,5275.97,Settled
P4342,C4342,Male,38,Life,30-09-2023,30-09-2024,978.08,86606.92,C4342,NULL,0,Rejected
P4343,C4343,Female,40,Travel,27-01-2024,27-01-2025,1093.94,36170.81,C4343,20-04-2024,2290.63,Settled
P4344,C4344,Male,44,Travel,16-10-2023,16-10-2024,1080.49,44159.59,C4344,01-04-2024,3076.68,Settled
P4345,C4345,Female,37,Life,02-02-2024,02-02-2025,213.56,103603.13,C4345,NULL,0,Rejected
P4346,C4346,Male,51,Auto,12-06-2024,12-06-2025,101.77,14718.63,C4346,12-04-2025,3581.51,Settled
P4347,C4347,Female,82,Travel,29-09-2023,29-09-2024,655.12,52858.68,C4347,16-07-2024,1817.43,Settled
P4348,C4348,Male,81,Travel,19-06-2024,19-06-2025,919.31,96659.09,C4348,02-11-2024,1692.39,Pending
P4349,C4349,Female,85,Travel,22-02-2024,22-02-2025,301.43,96135.28,C4349,NULL,0,Rejected
P4350,C4350,Male,66,Health,04-04-2024,04-04-2025,341.18,63725.72,C4350,NULL,0,Rejected
P4351,C4351,Female,42,Travel,07-08-2023,07-08-2024,443.22,25659.01,C4351,NULL,0,Rejected
P4352,C4352,Male,60,Auto,20-03-2024,20-03-2025,152.21,73574.53,C4352,NULL,0,Rejected
P4353,C4353,Female,85,Travel,18-06-2024,18-06-2025,851.59,11179.2,C4353,13-04-2025,3043.8,Settled
P4354,C4354,Male,31,Travel,16-12-2023,16-12-2024,537.12,18361.28,C4354,02-01-2024,757.37,Pending
P4355,C4355,Female,27,Health,25-10-2023,25-10-2024,1006.31,10812.8,C4355,NULL,0,Rejected
P4356,C4356,Male,78,Home,23-09-2023,23-09-2024,824.48,25573.26,C4356,NULL,0,Rejected
P4357,C4357,Female,36,Travel,10-09-2023,10-09-2024,419.81,102706.29,C4357,NULL,0,Rejected
P4358,C4358,Male,55,Life,11-04-2024,11-04-2025,529.74,39447.11,C4358,21-12-2024,3502.84,Pending
P4359,C4359,Female,81,Auto,04-05-2024,04-05-2025,531.8,75060.06,C4359,NULL,0,Rejected
P4360,C4360,Male,20,Auto,18-05-2024,18-05-2025,181.15,50820.83,C4360,06-06-2024,1091.46,Settled
P4361,C4361,Female,18,Auto,22-11-2023,22-11-2024,880.2,103863.59,C4361,22-12-2023,4799.34,Pending
